                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.53276,                0.26559,                0.88081,                0.99857,                  0.999,                0.99431,                0.92781,                0.41431,                0.16558,                0.84158,               0.005611,               0.005611,               0.005611
                    136,                0.53087,                0.26348,                0.88045,                0.99857,                  0.999,                0.99431,                0.92774,                0.41415,                0.16518,                 0.8415,               0.005578,               0.005578,               0.005578
                    137,                0.53267,                0.26603,                0.88019,                0.99857,                  0.999,                0.99432,                0.92803,                  0.414,                0.16545,                0.84145,               0.005545,               0.005545,               0.005545
                    138,                 0.5324,                0.26484,                0.88109,                0.99858,                  0.999,                0.99432,                0.92819,                0.41372,                0.16507,                0.84136,               0.005512,               0.005512,               0.005512
                    139,                0.52917,                0.26334,                0.88019,                0.99858,                  0.999,                0.99432,                0.92811,                0.41365,                0.16511,                0.84129,               0.005479,               0.005479,               0.005479
                    140,                0.53222,                0.26473,                0.88153,                0.99857,                  0.999,                0.99432,                0.92786,                0.41344,                0.16522,                 0.8413,               0.005446,               0.005446,               0.005446
                    141,                0.52949,                0.26195,                0.87954,                0.99858,                  0.999,                0.99433,                0.92758,                0.41335,                0.16543,                0.84124,               0.005413,               0.005413,               0.005413
                    142,                 0.5271,                0.26238,                 0.8788,                0.99858,                  0.999,                0.99432,                0.92739,                0.41315,                0.16511,                0.84117,                0.00538,                0.00538,                0.00538
                    143,                0.53122,                0.26372,                0.88042,                0.99859,                  0.999,                0.99433,                0.92833,                0.41294,                0.16484,                0.84112,               0.005347,               0.005347,               0.005347
                    144,                0.53082,                 0.2623,                0.88077,                0.99859,                  0.999,                0.99433,                0.92856,                0.41283,                 0.1647,                0.84107,               0.005314,               0.005314,               0.005314
                    145,                0.52844,                0.26327,                0.87953,                 0.9986,                  0.999,                0.99434,                 0.9285,                0.41262,                0.16481,                0.84105,               0.005281,               0.005281,               0.005281
                    146,                0.53336,                0.26436,                0.88116,                 0.9986,                  0.999,                0.99434,                0.92931,                0.41248,                0.16438,                0.84111,               0.005248,               0.005248,               0.005248
                    147,                0.52684,                0.26246,                0.87964,                 0.9986,                  0.999,                0.99434,                0.92947,                0.41247,                0.16434,                0.84107,               0.005215,               0.005215,               0.005215
                    148,                0.52782,                0.26062,                0.87942,                0.99861,                  0.999,                0.99434,                0.92883,                0.41227,                0.16416,                0.84103,               0.005182,               0.005182,               0.005182
                    149,                 0.5287,                0.26202,                0.88007,                0.99861,                  0.999,                0.99434,                0.92908,                0.41217,                0.16383,                0.84097,               0.005149,               0.005149,               0.005149
                    150,                0.52489,                0.26107,                 0.8798,                0.99852,                0.99913,                0.99434,                0.92878,                0.41213,                0.16364,                0.84094,               0.005116,               0.005116,               0.005116
                    151,                0.52658,                0.26152,                0.88001,                0.99855,                0.99913,                0.99434,                0.92907,                0.41205,                0.16355,                0.84091,               0.005083,               0.005083,               0.005083
                    152,                0.52678,                 0.2599,                0.88068,                0.99855,                0.99913,                0.99434,                0.92915,                0.41192,                0.16357,                0.84085,                0.00505,                0.00505,                0.00505
                    153,                0.52821,                0.25996,                0.88036,                0.99857,                0.99914,                0.99434,                0.92919,                0.41186,                0.16317,                0.84079,               0.005017,               0.005017,               0.005017
                    154,                0.52745,                0.26081,                0.87985,                0.99858,                0.99914,                0.99434,                0.92919,                0.41173,                0.16318,                0.84077,               0.004984,               0.004984,               0.004984
                    155,                0.52256,                 0.2585,                0.87789,                0.99858,                0.99914,                0.99433,                0.92956,                0.41167,                0.16284,                0.84066,               0.004951,               0.004951,               0.004951
                    156,                0.52494,                0.25972,                0.87837,                0.99858,                0.99914,                0.99433,                0.92975,                0.41163,                0.16291,                0.84061,               0.004918,               0.004918,               0.004918
                    157,                0.52436,                0.25979,                0.87878,                0.99859,                0.99915,                0.99433,                0.92996,                0.41147,                0.16279,                0.84059,               0.004885,               0.004885,               0.004885
                    158,                0.52119,                0.25798,                0.87771,                0.99859,                0.99915,                0.99433,                0.93013,                0.41141,                0.16247,                0.84057,               0.004852,               0.004852,               0.004852
                    159,                0.52448,                0.25975,                0.88018,                0.99859,                0.99915,                0.99433,                0.93033,                0.41125,                0.16265,                0.84051,               0.004819,               0.004819,               0.004819
                    160,                0.52261,                0.25814,                0.87742,                0.99859,                0.99915,                0.99433,                0.93057,                 0.4111,                0.16259,                0.84044,               0.004786,               0.004786,               0.004786
